0.05671106 0.03737034 0.02577971 -0.05492703 0.08424629
0.08693715 -0.05137844 -0.006416327 0.01075606 0.02872065
0.04404441 0.04322719 0.07469453 -0.0498863 -0.001615785
0.05001092 -0.01387832 -0.008290525 -0.06885076 -0.01649589
-0.02401898 0.08942269 0.06143585 0.05778246 -0.06103632
0.04533177 -0.002766067 -0.02293294 -0.05424019 -0.016643
0.1077168 -0.1297922 -0.0906106 0.08093021 -0.02093627
0.01582662 0.1110264 -0.04704887 0.05978676 0.06348706
-0.00944948 -0.02358691 0.0744803 -0.04072948 -0.04448418
0.04671218 -0.09787168 0.07396082 -0.05714778 0.07376065
0.04921853 0.03280956 0.08490778 -0.06588103 0.0933432
-0.0223456 0.01529066 -0.02442192 -0.06293022 -0.009717796
0.05930141 -0.01156681 -0.0008267352 -0.07783068 -0.06330877
-0.06608478 0.004573662 0.02403525 -0.009436347 -0.05079816
-0.02166382 -0.04702025 0.01527816 -0.03868327 -0.03396045
-0.02342144 0.004398323 -0.09291887 -0.01635949 0.01261644
-0.05869498 0.01288212 -0.03669199 0.0560771 -0.01735767
0.02679266 -0.05406852 0.05030006 -0.05765361 0.0305123
-0.02660897 0.0138034 0.00239373 -0.03559348 -0.01170082
-0.1078091 -0.08526437 0.04016418 -0.01993352 0.02007478
-0.02077441 -0.08103306 -0.06246257 0.03567161 0.02896962
-0.03368866 0.03140848 -0.002207168 -0.006686047 0.1152079
0.04198113 0.07490044 -0.01418263 0.09265238 0.01513174
-0.03550131 0.07604965 0.03667367 0.06718135 0.0002756721
-0.08659697 -0.04813661 0.003692447 0.07333864 0.02131794
-0.00694706 0.0543009 -0.006739968 -0.00601461 0.01528866
0.05264186 -0.03435021 -0.03195684 0.05017046 -0.1536133
0.05284393 -0.03803929 0.0407851 0.008220055 0.004616908
-0.06671873 0.07366272 -0.05275586 -0.03514242 0.01029032
-0.04785119 -0.001312252 -0.1084905 0.02738912 -0.01523774
0.07191187 0.04750459 0.03740599 0.0797247 -0.02769221
-0.02467573 0.004303073 0.006001809 -0.01171872 -0.003418096
0.01598731 0.04722352 -0.05117216 0.07610941 0.02597971
-0.03592755 0.04147388 0.009990434 -0.04532265 -0.1029059
0.00574756 -0.05183494 0.005321841 0.0668397 0.0726431
0.06098395 -0.1145681 -0.03973659 -0.03314504 -0.01323035
0.02073294 -0.0259642 0.005470907 -0.00734388 0.001467092
0.01874538 0.06070966 0.04175976 0.0675416 -0.00187297
-0.00884724 -0.001818404 -0.06588356 -0.02838326 -0.08102392
-0.08765808 0.02662915 0.03575241 -0.1425944 0.02923763
-0.05660331 -0.1054087 -0.02305506 0.03409322 0.007915252
0.04996792 0.02063822 -0.03338004 -0.09082466 -0.006059002
-0.03394792 -0.0124391 0.0193089 -0.04323881 -0.07938021
0.0161559 0.02512119 -0.06731632 0.02859844 -0.01069246
0.01320234 -0.06796764 0.1112838 -0.04420548 -0.005564884
-0.03082144 -0.06168047 0.01313825 -0.0140929 -0.05739762
-0.01964445 0.05853417 0.03088696 -0.007425001 -0.05133699
0.02261183 0.003094169 -0.007131773 0.04110639 -0.03377348
0.02617488 -0.0319323 0.0481344 -0.01260035 0.07009371
0.01819524 -0.1158148 -0.007131341 -0.05898717 0.05017721
-0.06431702 -0.0387782 0.07673108 -0.0139089 0.04847541
0.03870924 0.03747253 0.06289022 -0.03151567 0.07810991
0.07283763 -0.02029541 -0.001520415 -0.02868853 -0.05196538
-0.00242322 -0.0113476 0.07732709 -0.07368115 0.005664921
0.02092562 0.03522828 -0.01584731 -0.02045387 -0.01394472
